published,last_update,category,views,recommendations,comments,authors,characters,rating,genre,size_kb,warnings,translators,original_language,betas,series,challenge,title,events,target
2010-12-20,2010-12-20,G,5265,2,18,['44660'],['Северус Снейп'],не указан,['Юмор'],9,,,,,,,"[7.664695132866106e+18, 8.39904567644999e+18]",[8.583542024877844e+18],73
2017-03-19,2017-03-19,H,2634,0,9,['123299'],"[['Беллатриса Лестрейндж', 'Родольфус Лестрейндж']]",PG-13,['Драма'],7,,,,['172078'],/serie1371,/challenge44,"[7.393011223078967e+18, 4.5762366746304205e+17, 7.273706086631552e+18]","[3.613509134815139e+18, 1.412495601364117e+18, 2.593952817060485e+18, 2.531777133842788e+18, 2.2622014820230628e+18]",71
2016-07-07,2016-07-07,H,3327,1,4,['248179'],"[['Роза Уизли', 'Скорпиус Малфой']]",General,"['Флафф', 'Романтика']",2,['ООС'],,,,/serie1042,,[3.45633037821593e+18],[2.4209866212287263e+18],125
2018-09-28,2018-09-28,S,5744,0,16,['lordmarvoloriddle'],"[['Гарри Поттер', 'Лорд Волдеморт (Том Риддл)'], 'Том Риддл-старший', 'Драко Малфой', 'Теодор Нотт']",NC-17,"['Сказка', 'Мистика', 'Даркфик']",54,"['AU', 'Инцест']",['207452'],Английский,,,/challenge56,[2.456767951570338e+18],[],505
2014-08-28,2014-08-30,S,13494,2,96,['57735'],"['Гарри Поттер', 'Драко Малфой']",R,"['Драма', 'Романтика']",35,['AU'],,,"['43957', '63202']",,,"[7.126122249044467e+18, 1.239240587647398e+18, 2.7708855506160077e+18]","[5.091602363353723e+18, 3.2269359891538053e+18, 7.260920065589541e+18]",505
2012-10-05,2012-10-05,S,7245,0,9,['56181'],"[['Гарри Поттер', 'Драко Малфой'], 'Новый Мужской Персонаж']",R,['Драма'],21,"['AU', 'Смерть персонажа']",,,['56676'],,,"[8.75255258014205e+18, 1.0632061053668494e+18]","[5.091602363353723e+18, 5.265453167772786e+18, 7.338778783287314e+17, 8.583542024877844e+18]",93
2015-05-27,2015-05-27,G,4739,2,78,['172078'],"['Долорес Амбридж', 'Кэти Белл']",NC-17,"['Пропущенная сцена', 'Ангст', 'Hurt/comfort']",5,"['ООС', 'AU', 'Гет']",,,['151248'],/serie1871,/challenge13,"[2.5103240151142497e+18, 5.40089922393052e+18, 2.6972296112884623e+18]","[3.281018045554982e+18, 2.2622014820230628e+18]",210
2014-08-30,2014-08-30,H,13740,0,17,['118805'],"[['Гермиона Грейнджер', 'Неизвестный Персонаж'], ['Драко Малфой', 'Неизвестный Персонаж'], ['Драко Малфой', 'Гермиона Грейнджер']]",R,"['Юмор', 'Романтика']",27,['ООС - куда ж без него))).'],,,,,,"[8.058155391407449e+18, 1.2198355185314335e+18]","[5.091602363353723e+18, 3.2269359891538053e+18, 8.94765061936755e+18]",609
2013-03-18,2013-03-18,S,15748,0,13,['Marian of the Faeries'],"[['Гарри Поттер', 'Драко Малфой']]",NC-17,['PWP'],14,,['70979'],Английский,,,,"[5.089928468605465e+18, 4.431407801812953e+18, 1.4911641414093558e+18, 7.986672499793151e+18]",[],709
2017-05-07,2017-05-07,S,3750,0,2,['56783'],"['Северус Снейп', 'Люциус Малфой', 'Лорд Волдеморт (Том Риддл)', 'Альбус Дамблдор']",R,['Драма'],27,"['AU', 'ООС']",,,['64113'],/serie1339,,[5.781025254604685e+18],[7.285076916399111e+18],203
2018-11-18,2018-11-18,H,3990,0,2,['413448'],"[['Гермиона Грейнджер', 'Северус Снейп']]",PG-13,['Драма'],8,"['AU', 'ООС']",,,,,,[4.878482200504294e+18],[],256
2005-10-27,2009-06-16,S,7838,0,4,['1157'],"[['Неизвестный Персонаж', 'Неизвестный Персонаж']]",PG-13,['Общий'],15,,,,['38420'],,,[2.12631764668669e+18],"[9.093989600810537e+18, 5.708357661850474e+18]",27
2015-04-01,2015-04-01,H,15094,5,70,['52831'],"[['Рон Уизли', 'Гермиона Грейнджер'], ['Рон Уизли', 'Лаванда Браун'], ['Рон Уизли', 'Луна Лавгуд'], ['Гарри Поттер', 'Гермиона Грейнджер'], ['Перси Уизли', 'Лаванда Браун']]",PG-13,"['Юмор', 'Романтика']",83,['AU'],,,['47664'],,/challenge12,"[4.3449780765032847e+18, 5.856953318687618e+18, 6.659001898411542e+18]","[9.093989600810537e+18, 2.593952817060485e+18, 5.091602363353723e+18, 8.34488660499559e+17]",483
2011-06-16,2011-06-16,G,24367,0,39,['48223'],"['Северус Снейп', 'Гарри Поттер']",не указан,[],8,['AU'],,,['48384'],/serie123,,"[2.3264020024700764e+18, 3.964707204066248e+18]",[5.420764329290495e+18],916
2017-01-06,2019-12-02,S,31408,6,43,"['307123', '202806']","[['Северус Снейп', 'Гарри Поттер']]",NC-17,"['Ангст', 'Экшен']",46,"['AU', 'ООС', 'Слэш']",,,,/serie1231,,"[2.3264020024700764e+18, 7.62099244488052e+18]","[5.091602363353723e+18, 5.88522318442138e+18, 5.094213349881865e+18]",1012
2016-08-29,2016-08-29,S,12409,2,39,['199408'],"[['Гарри Поттер', 'Драко Малфой']]",R,"['Комедия', 'Юмор', 'Пародия']",25,"['AU', 'ООС']",,,['57735'],,,"[3.135859928361574e+18, 7.66699017563916e+18, 8.844515115021385e+18]",[5.091602363353723e+18],874
2014-06-13,2014-06-13,H,5263,0,11,['142499'],"[['Гарри Поттер', 'Драко Малфой'], ['Гермиона Грейнджер', 'Рон Уизли'], ['Нимфадора Тонкс', 'Ремус Люпин'], 'Луна Лавгуд', 'Минерва МакГонагалл']",PG-13,['Пропущенная сцена'],5,[' отдаленный намек на слэш'],,,,,,"[2.5787729274679654e+18, 9.168354866494506e+18, 7.072709497188266e+18, 1.7972234616371223e+18, 1.6241260595028756e+18, 6.590990111209384e+18, 7.465106102403322e+18, 5.668778863362967e+18, 2.2304825832468436e+18]",[9.16433052224095e+18],167
2019-03-06,2019-03-06,H,7998,2,30,"['413921', '287120']","[['Гарри Поттер', 'Гермиона Грейнджер'], ['Рон Уизли', 'Джинни Уизли'], ['Молли Уизли', 'Артур Уизли'], 'Драко Малфой', 'Джордж Уизли', 'Ли Джордан']",R,"['Комедия', 'PWP', 'Романтика']",30,"['AU', 'ООС', 'БДСМ', 'Слэш', 'Инцест']",,,"['12787', '63746']",,,"[1.69699326604563e+18, 3.994712891429219e+17, 5.034597559797162e+18, 1.1165283298659306e+18]","[5.420764329290495e+18, 9.093989600810537e+18, 2.593952817060485e+18, 3.2269359891538053e+18, 3.028082269248088e+18]",547
2017-02-26,2017-02-26,S,5296,6,54,['46500'],"[['Геллерт Гриндевальд', 'Ньют Скамандер']]",PG-13,"['Приключения', 'Драма']",37,"['AU', 'Сомнительное согласие', 'ООС', 'Пре-слэш']",,,['131432'],,/challenge40,"[3.307034587684231e+18, 5.874001484673767e+18, 5.543550714601257e+18, 7.857344454919549e+18, 4.438319430143591e+18]","[5.521066326736961e+18, 8.741477871658636e+18]",245
2017-07-17,2017-07-17,G,3743,1,4,['344738'],"['Виктор Крам', 'Лорд Волдеморт (Том Риддл)', 'Игорь Каркаров']",PG-13,"['Сайдстори', 'Общий']",8,,,,,/serie1395,,"[4.878482200504294e+18, 5.805817179300405e+18]","[2.593952817060485e+18, 7.574395207039825e+18, 6.910148155097983e+17]",208
2013-06-11,2013-07-26,S,104219,3,313,['70498'],"[['Северус Снейп', 'Гарри Поттер']]",NC-17,"['Ангст', 'Приключения']",191,"['AU', 'От первого лица (POV)']",,,"['81611', '52909']",/serie299,,[8.330613183142714e+18],"[5.708357661850474e+18, 3.5935108451369114e+18, 8.551315151334808e+18, 5.88522318442138e+18]",2230
2016-02-07,2016-02-07,H,6550,2,45,['86122'],"[['Маркус Флинт', 'Лили Луна Поттер'], 'Гарри Поттер']",R,['Общий'],13,"['ООС', 'AU']",,,['137347'],/serie1506,,"[2.400919537875112e+18, 6.44118787166906e+18]","[5.091602363353723e+18, 2.4209866212287263e+18, 4.800965994701107e+18, 7.285076916399111e+18]",310
2012-10-23,2012-10-23,S,9891,2,40,['medraxellion'],"[['Скорпиус Малфой', 'Альбус Северус Поттер'], ['Драко Малфой', 'Астория Гринграсс'], 'Люциус Малфой']",R,['Юмор'],15,,['47036'],Английский,['56676'],,,"[4.1458220690999936e+18, 2.7124880455301064e+18]",[2.4209866212287263e+18],307
2019-03-17,2019-03-17,G,586,0,1,"['52909', '151248']",['Гарри Поттер'],R,['Триллер'],6,['Насилие'],,,,,/challenge81,[6.575301655803091e+18],[],34
2012-10-22,2012-10-22,S,13651,0,27,['48985'],"[['Гарри Поттер', 'Драко Малфой']]",NC-17,"['PWP', 'Романтика']",11,"['AU', 'ООС', 'Нецензурная лексика', 'От первого лица (POV)']",,,,/serie401,,"[1.9981394054153108e+18, 2.673077227078842e+18, 8.047282163833407e+18]","[5.091602363353723e+18, 9.093989600810537e+18]",522
2010-02-18,2010-02-18,S,13404,2,15,['36366'],"[['Драко Малфой', 'Гарри Поттер']]",General,"['Романтика', 'Драма']",3,['Примечание: написано на субботний фест от Дементора на Слизеринском Форуме.'],,,[],,,"[8.515767462271538e+18, 2.2922408795390804e+16, 4.280973864805691e+18]","[5.091602363353723e+18, 7.228517559750846e+18]",333
2018-12-24,2018-12-24,H,6152,4,48,['341009'],"[['Гермиона Грейнджер', 'Драко Малфой']]",PG-13,"['Комедия', 'Детектив', 'Романтика']",6,"['AU', 'ООС']",,,['140452'],,,"[1.4420049118192689e+18, 3.0426699265355223e+18, 6.937537577352417e+18, 3.056794112954002e+17]","[9.093989600810537e+18, 5.091602363353723e+18]",447
2010-08-11,2010-08-11,H,11782,0,4,['40966'],['Рон Уизли'],NC-17,['Романтика'],17,,,,,,,"[4.724175892926342e+18, 5.097902385683752e+18]",[9.16433052224095e+18],52
2016-03-19,2016-03-19,G,2409,0,3,['41414'],"['Сириус Блэк', 'Новый Персонаж']",PG-13,"['Кроссовер', 'Общий']",8,"['AU', 'От первого лица (POV)']",,,,,/challenge28,"[3.933490645862299e+18, 4.3035921325652285e+18]","[9.049884987810632e+17, 6.910148155097983e+17, 5.494196018564324e+18]",22
2018-09-11,2018-09-11,G,6599,10,30,['58426'],"[['Гермиона Грейнджер', 'Драко Малфой']]",R,"['Ангст', 'Драма', 'Ужасы']",26,"['AU', 'Гет', 'ООС']",,,['140452'],,,"[6.634888820157683e+18, 5.483697146542897e+18, 1.7674808918440525e+18]","[9.093989600810537e+18, 2.593952817060485e+18]",323
2020-01-26,2020-01-26,S,1012,1,9,['546698'],"[['Гарри Поттер', 'Северус Снейп']]",PG-13,"['Ангст', 'Драма']",11,['Смерть персонажа'],,,,,,"[6.760949658117977e+18, 1.6404146271105923e+17]",[],147
2011-08-31,2011-08-31,G,4165,0,29,['47146'],['Панси Паркинсон'],не указан,['Ангст'],8,,,,['51508'],,,[9.085963485167583e+17],"[5.091602363353723e+18, 9.093989600810537e+18, 2.2622014820230628e+18, 8.495340661862281e+18, 8.583542024877844e+18, 2.593952817060485e+18]",30
2013-12-27,2013-12-31,H,96259,7,71,['attack09'],"[['Гермиона Грейнджер', 'Северус Снейп']]",R,['Романтика'],357,"['OOC', 'AU']","['61761', '95076']",Немецкий,['53182'],,,"[8.452738573249315e+18, 2.814554328903086e+18]",[9.093989600810537e+18],1617
2020-02-18,2020-02-18,G,321,0,0,['51146'],"[['Люциус Малфой', 'Нарцисса Малфой'], 'Гарри Поттер', 'Драко Малфой', 'Северус Снейп', 'Новый Женский Персонаж']",G,"['Юмор', 'Попаданцы', 'Пародия']",70,['ООС'],,,['219670'],,,"[6.679413377324885e+18, 4.73924456399019e+18]","[2.593952817060485e+18, 9.049884987810632e+17]",15
2011-04-08,2011-04-08,S,11127,1,44,['43551'],"[['Гарри Поттер', 'Драко Малфой'], 'Джинни Уизли', 'Альбус Северус Поттер']",General,"['Драббл', 'Романтика']",2,,,,['43943'],,,"[5.478433428167904e+18, 3.430009041604048e+17, 5.648826634110981e+18, 7.024757936111953e+18]","[5.091602363353723e+18, 2.4209866212287263e+18, 9.093989600810537e+18]",266
2009-12-25,2010-06-13,H,153436,7,92,['37817'],"['Новый Женский Персонаж', 'Северус Снейп', 'Люциус Малфой']",R,"['Драма', 'Ангст', 'Даркфик']",2489,,,,[],,,"[4.1914818339602355e+18, 7.786037926241699e+18]","[3.281018045554982e+18, 9.16433052224095e+18, 2.3486383906604605e+18, 8.583542024877844e+18, 5.960497010224147e+18, 3.9579456945930767e+18, 6.045112493022642e+18, 8.607079560928971e+18, 2.531777133842788e+18]",582
2017-02-09,2017-02-25,G,4386,2,75,['241984'],"['Дэн (Денис Воронцов)', 'Теодор Лендер (Тед)', 'Полина Родионова', 'Станислав Федотович Петухов', 'Вениамин Игнатьевич Бобков', 'Котька', 'Сириус Блэк']",PG-13,['Приключения'],22,['AU'],,,['235701'],,/challenge37,"[5.815877501555118e+18, 2.559603217631601e+18, 5.968913076732687e+18]","[7.395355002846818e+18, 7.228517559750846e+18, 3.281018045554982e+18, 5.494196018564324e+18]",206
2019-12-16,2019-12-16,G,515,0,7,['HP Slash Luv'],"['Гарри Поттер', 'Гермиона Грейнджер']",General,['Общий'],3,"['ООС', 'AU']",['232352'],Английский,['220954'],,,"[5.467803225675466e+18, 6.218053764696622e+18]",[9.141967877688732e+18],51
2017-06-29,2017-10-31,G,19206,14,182,['59363'],"[['Северус Снейп', 'Новый Женский Персонаж'], 'Гилдерой Локхарт']",PG-13,"['Драма', 'Юмор']",130,"['AU', 'ООС', 'Гет', 'От первого лица (POV)']",,,['265885'],,,"[8.876342901032378e+18, 8.389861901281017e+18]","[5.091602363353723e+18, 9.093989600810537e+18, 2.3318309850395216e+16]",531
2019-03-12,2019-03-12,G,540,0,2,['471634'],"[['Артур Уизли', 'Молли Уизли']]",G,"['Пропущенная сцена', 'Сайдстори', 'Флафф']",18,,,,,,,[1.0306277202564983e+18],"[2.4209866212287263e+18, 2.593952817060485e+18]",29
2010-09-18,2010-09-18,G,31719,4,67,['41414'],"['Северус Снейп', 'Гарри Поттер', 'Сириус Блэк']",General,['Общий'],34,['AU'],,,,,,"[4.825172142977901e+18, 6.758080775717533e+18]","[9.093989600810537e+18, 1.412495601364117e+18, 8.375163589474244e+18]",1207
2016-10-29,2016-10-29,H,2500,0,6,['362023'],"[['Рон Уизли', 'Гермиона Грейнджер']]",General,"['Общий', 'Романтика']",19,,,,,,,"[4.961127830310809e+18, 7.704000907673591e+18]",[5.091602363353723e+18],66
2019-03-08,2019-03-08,G,7583,0,4,['281703'],"[['Гарри Поттер', 'Джинни Уизли'], ['Рон Уизли', 'Гермиона Грейнджер'], ['Драко Малфой', 'Астория Гринграсс'], 'Лорд Волдеморт (Том Риддл)', 'Сириус Блэк', 'Ремус Люпин', 'Антонин Долохов', 'Регулус Блэк', 'Фенрир Грейбек', 'Барти Крауч-младший']",R,"['Юмор', 'Приключения']",152,"['AU', 'ООС']",,,,,,[6.991076665104523e+18],"[3.028082269248088e+18, 8.844832552427572e+17, 5.786008324045869e+18]",228
2015-07-06,2015-07-06,H,9221,0,4,['231345'],"[['Джинни Уизли', 'Гарри Поттер'], ['Грегори Гойл', 'Джинни Уизли'], ['Рон Уизли', 'Гермиона Грейнджер'], 'Драко Малфой', 'Рита Скитер']",PG-13,"['Ангст', 'Комедия', 'Hurt/comfort', 'Юмор']",24,"['ООС', 'Сомнительное согласие']",,,,,,"[7.221763035481928e+17, 2.3058738138967404e+18]","[2.593952817060485e+18, 3.028082269248088e+18, 5.091602363353723e+18, 3.2269359891538053e+18, 8.913004958747984e+18, 8.607079560928971e+18, 8.583542024877844e+18]",250
2011-07-27,2011-07-27,G,3602,0,6,['156450'],['Барти Крауч-старший'],General,['Исторический'],4,,,,['42537'],,,"[3.6437060900184376e+18, 8.399785248559598e+18]",[2.2622014820230628e+18],13
